    parsed | total average parse time | recent average parse time |       kept | % of total |   last kept | last kept time | elapsed time
    880320 |                  6.324ms |                  13.699ms |     864409 |    98.193% |  Q106507801 |     1:27:55 PM |     01:32:47
    880359 |                  6.325ms |                  26.564ms |     864436 |    98.191% |  Q107009836 |     1:27:56 PM |     01:32:48
    880372 |                  6.326ms |                      81ms |     864449 |    98.191% |  Q107336452 |     1:27:57 PM |     01:32:49
    880387 |                  6.327ms |                    73.6ms |     864464 |    98.191% |  Q107540936 |     1:27:58 PM |     01:32:50
    880388 |                  6.328ms |                     883ms |     864465 |    98.191% |  Q107541719 |     1:27:59 PM |     01:32:51
    880398 |                  6.329ms |                   100.1ms |     864471 |    98.191% |  Q108393485 |     1:28:00 PM |     01:32:52
    880399 |                   6.33ms |                     871ms |     864472 |    98.191% |  Q108407512 |     1:28:01 PM |     01:32:53
    880403 |                  6.331ms |                     250ms |     864475 |    98.191% |  Q109264432 |     1:28:02 PM |     01:32:54
    880404 |                  6.332ms |                     914ms |     864476 |    98.191% |  Q109296833 |     1:28:03 PM |     01:32:55
    880409 |                  6.333ms |                   200.2ms |     864481 |    98.191% |  Q109713062 |     1:28:04 PM |     01:32:56
    880410 |                  6.336ms |                    2128ms |     864482 |    98.191% |  Q109727673 |     1:28:06 PM |     01:32:58
    880521 |                  6.336ms |                   9.009ms |     864485 |    98.179% |  Q110322634 |     1:28:07 PM |     01:32:59
    880522 |                  6.338ms |                    1761ms |     864485 |    98.179% |  Q110322634 |     1:28:07 PM |     01:33:00
    880523 |                  6.338ms |                      99ms |     864485 |    98.179% |  Q110322634 |     1:28:07 PM |     01:33:01
    880524 |                  6.339ms |                    1001ms |     864486 |    98.179% |      Q94307 |     1:28:10 PM |     01:33:02
    880525 |                   6.34ms |                     589ms |     864487 |    98.179% |     Q123045 |     1:28:10 PM |     01:33:02
    880528 |                  6.341ms |                 333.333ms |     864489 |    98.178% |     Q198526 |     1:28:11 PM |     01:33:03
    880533 |                  6.342ms |                   213.6ms |     864493 |    98.178% |     Q292982 |     1:28:12 PM |     01:33:04
    880553 |                  6.343ms |                      50ms |     864513 |    98.178% |     Q416227 |     1:28:13 PM |     01:33:05
    880566 |                  6.344ms |                  76.923ms |     864522 |    98.178% |     Q425649 |     1:28:14 PM |     01:33:06
    880567 |                  6.345ms |                     270ms |     864523 |    98.178% |     Q425941 |     1:28:15 PM |     01:33:06
    880568 |                  6.346ms |                    1000ms |     864524 |    98.178% |     Q515530 |     1:28:16 PM |     01:33:07
    880570 |                  6.347ms |                   601.5ms |     864526 |    98.178% |     Q619268 |     1:28:17 PM |     01:33:09
    880571 |                  6.349ms |                    1717ms |     864527 |    98.178% |     Q648343 |     1:28:19 PM |     01:33:10
    880578 |                   6.35ms |                     143ms |     864531 |    98.178% |     Q907386 |     1:28:20 PM |     01:33:11
    880579 |                  6.351ms |                    1007ms |     864532 |    98.178% |     Q907420 |     1:28:21 PM |     01:33:12
    880580 |                  6.352ms |                     501ms |     864533 |    98.178% |     Q986112 |     1:28:21 PM |     01:33:13
    880581 |                  6.353ms |                    1000ms |     864534 |    98.178% |    Q1147372 |     1:28:22 PM |     01:33:14
    880585 |                  6.354ms |                  315.75ms |     864536 |    98.177% |    Q1299381 |     1:28:23 PM |     01:33:15
    880589 |                  6.356ms |                   252.5ms |     864540 |    98.177% |    Q1500001 |     1:28:24 PM |     01:33:16
    880592 |                  6.357ms |                 333.667ms |     864543 |    98.177% |    Q1545473 |     1:28:25 PM |     01:33:17
    880593 |                  6.357ms |                     669ms |     864544 |    98.177% |    Q1552797 |     1:28:26 PM |     01:33:18
    880595 |                  6.359ms |                   501.5ms |     864546 |    98.177% |    Q1759126 |     1:28:27 PM |     01:33:19
    880599 |                   6.36ms |                     250ms |     864548 |    98.177% |    Q2005191 |     1:28:28 PM |     01:33:20
    880600 |                  6.361ms |                    1000ms |     864549 |    98.177% |    Q2007821 |     1:28:29 PM |     01:33:21
    880601 |                  6.363ms |                    1608ms |     864550 |    98.177% |    Q2073928 |     1:28:31 PM |     01:33:22
    880602 |                  6.364ms |                    1000ms |     864551 |    98.177% |    Q2477760 |     1:28:32 PM |     01:33:23
    880603 |                  6.365ms |                    1081ms |     864552 |    98.177% |    Q2563463 |     1:28:33 PM |     01:33:25
    880604 |                  6.366ms |                    1070ms |     864553 |    98.177% |    Q2647521 |     1:28:34 PM |     01:33:26
    880605 |                  6.367ms |                    1000ms |     864554 |    98.177% |    Q3054016 |     1:28:35 PM |     01:33:27
    880608 |                  6.369ms |                 405.667ms |     864555 |    98.177% |    Q3271551 |     1:28:36 PM |     01:33:28
    880611 |                   6.37ms |                 333.333ms |     864558 |    98.177% |    Q3631924 |     1:28:37 PM |     01:33:29
    880615 |                  6.371ms |                     250ms |     864561 |    98.177% |    Q3737406 |     1:28:38 PM |     01:33:30
    880619 |                  6.372ms |                     319ms |     864564 |    98.177% |    Q4039104 |     1:28:39 PM |     01:33:31
    880624 |                  6.374ms |                   297.2ms |     864568 |    98.177% |    Q4201950 |     1:28:41 PM |     01:33:33
    880629 |                  6.375ms |                   200.4ms |     864572 |    98.177% |    Q4459744 |     1:28:42 PM |     01:33:34
    880646 |                  6.376ms |                  58.824ms |     864586 |    98.176% |    Q4822491 |     1:28:43 PM |     01:33:35
    880658 |                  6.377ms |                  83.417ms |     864594 |    98.176% |    Q5038085 |     1:28:44 PM |     01:33:36
    880673 |                  6.378ms |                  80.267ms |     864605 |    98.175% |    Q5253642 |     1:28:45 PM |     01:33:37
    880693 |                  6.379ms |                      50ms |     864618 |    98.175% |    Q5517829 |     1:28:46 PM |     01:33:38
    880710 |                   6.38ms |                  58.824ms |     864626 |    98.174% |    Q5636274 |     1:28:47 PM |     01:33:39
    880716 |                  6.382ms |                 171.667ms |     864632 |    98.174% |    Q6055401 |     1:28:48 PM |     01:33:40
    880717 |                  6.383ms |                    1414ms |     864632 |    98.174% |    Q6055401 |     1:28:48 PM |     01:33:41
    880720 |                  6.384ms |                 333.333ms |     864634 |    98.174% |    Q6393594 |     1:28:50 PM |     01:33:42
    880727 |                  6.385ms |                 144.286ms |     864638 |    98.173% |    Q6720415 |     1:28:51 PM |     01:33:43
    880730 |                  6.386ms |                 333.333ms |     864639 |    98.173% |    Q6748237 |     1:28:52 PM |     01:33:44
    880741 |                  6.387ms |                  90.909ms |     864644 |    98.172% |    Q7118116 |     1:28:53 PM |     01:33:45
    880757 |                  6.389ms |                      74ms |     864648 |    98.171% |    Q7275718 |     1:28:55 PM |     01:33:46
    880765 |                   6.39ms |                     125ms |     864655 |    98.171% |    Q7506686 |     1:28:56 PM |     01:33:47
    880775 |                  6.391ms |                     100ms |     864659 |     98.17% |    Q7798344 |     1:28:57 PM |     01:33:48
    880788 |                  6.392ms |                      84ms |     864666 |     98.17% |    Q7953610 |     1:28:58 PM |     01:33:50
    880789 |                  6.393ms |                    1001ms |     864666 |    98.169% |    Q7953610 |     1:28:58 PM |     01:33:51
    880790 |                  6.399ms |                    5343ms |     864667 |    98.169% |    Q8037650 |     1:29:04 PM |     01:33:56
    880792 |                    6.4ms |                   500.5ms |     864667 |    98.169% |    Q8037650 |     1:29:04 PM |     01:33:57
    880793 |                  6.405ms |                    3779ms |     864668 |    98.169% |    Q9334138 |     1:29:09 PM |     01:34:01
    880795 |                  6.406ms |                     500ms |     864669 |    98.169% |   Q10814203 |     1:29:10 PM |     01:34:02
    880796 |                  6.409ms |                    2750ms |     864669 |    98.169% |   Q10814203 |     1:29:10 PM |     01:34:04
    880799 |                   6.41ms |                 333.333ms |     864669 |    98.169% |   Q10814203 |     1:29:10 PM |     01:34:05
    880803 |                  6.411ms |                  259.75ms |     864673 |    98.169% |   Q12908935 |     1:29:15 PM |     01:34:06
    880805 |                  6.412ms |                     500ms |     864675 |    98.169% |   Q13360422 |     1:29:16 PM |     01:34:07
    880808 |                  6.413ms |                 333.333ms |     864676 |    98.168% |   Q13656914 |     1:29:17 PM |     01:34:08
    880809 |                  6.417ms |                    3660ms |     864676 |    98.168% |   Q13656914 |     1:29:17 PM |     01:34:12
    880896 |                  6.418ms |                  11.552ms |     864763 |    98.169% |   Q14912095 |     1:29:21 PM |     01:34:13
    880919 |                  6.419ms |                  43.522ms |     864786 |    98.169% |   Q14916228 |     1:29:22 PM |     01:34:14
    880920 |                   6.42ms |                     947ms |     864787 |    98.169% |   Q14916335 |     1:29:23 PM |     01:34:15
    880936 |                  6.421ms |                    62.5ms |     864803 |    98.169% |   Q15329166 |     1:29:24 PM |     01:34:16
    880937 |                  6.424ms |                    2275ms |     864804 |    98.169% |   Q15330879 |     1:29:27 PM |     01:34:18
    880938 |                  6.425ms |                    1000ms |     864805 |    98.169% |   Q15996548 |     1:29:28 PM |     01:34:19
    880939 |                  6.427ms |                    1814ms |     864805 |    98.169% |   Q15996548 |     1:29:28 PM |     01:34:21
    880943 |                  6.428ms |                  250.25ms |     864809 |    98.169% |   Q17142167 |     1:29:30 PM |     01:34:22
    880944 |                  6.429ms |                     662ms |     864809 |    98.168% |   Q17142167 |     1:29:30 PM |     01:34:23
    880945 |                   6.43ms |                    1001ms |     864810 |    98.168% |   Q17148461 |     1:29:32 PM |     01:34:24
    880946 |                   6.43ms |                     611ms |     864811 |    98.168% |   Q17487737 |     1:29:33 PM |     01:34:24
    880947 |                  6.432ms |                    1001ms |     864812 |    98.168% |   Q18041676 |     1:29:34 PM |     01:34:25
    880948 |                  6.432ms |                     387ms |     864812 |    98.168% |   Q18041676 |     1:29:34 PM |     01:34:26
    880949 |                  6.433ms |                    1001ms |     864813 |    98.168% |   Q18353979 |     1:29:35 PM |     01:34:27
    880950 |                  6.434ms |                     839ms |     864814 |    98.168% |   Q18357191 |     1:29:36 PM |     01:34:28
    880963 |                  6.435ms |                  76.923ms |     864827 |    98.168% |   Q19044017 |     1:29:37 PM |     01:34:29
    880964 |                   6.44ms |                    4647ms |     864828 |    98.168% |   Q19048321 |     1:29:41 PM |     01:34:33
    881281 |                  6.439ms |                   3.155ms |     865145 |    98.169% |   Q21107243 |     1:29:42 PM |     01:34:34
    881681 |                  6.437ms |                   2.503ms |     865545 |     98.17% |   Q21113422 |     1:29:43 PM |     01:34:35
    882039 |                  6.436ms |                   2.793ms |     865903 |    98.171% |   Q21118393 |     1:29:44 PM |     01:34:36
    882469 |                  6.434ms |                   2.326ms |     866333 |    98.171% |   Q21124173 |     1:29:45 PM |     01:34:37
    882865 |                  6.432ms |                   2.528ms |     866729 |    98.172% |   Q21134814 |     1:29:46 PM |     01:34:38
    883830 |                  6.426ms |                   1.036ms |     867694 |    98.174% |   Q21172617 |     1:29:47 PM |     01:34:39
    884064 |                  6.426ms |                   4.274ms |     867928 |    98.175% |   Q21245854 |     1:29:48 PM |     01:34:40
    884237 |                  6.426ms |                   5.809ms |     868101 |    98.175% |   Q21494203 |     1:29:49 PM |     01:34:41
    884547 |                  6.425ms |                   3.252ms |     868411 |    98.176% |   Q21497806 |     1:29:50 PM |     01:34:42
    884710 |                  6.424ms |                   6.135ms |     868574 |    98.176% |   Q21542466 |     1:29:51 PM |     01:34:43
    885309 |                  6.421ms |                   1.671ms |     869173 |    98.177% |   Q21633635 |     1:29:52 PM |     01:34:44
    885921 |                  6.418ms |                   1.636ms |     869785 |    98.179% |   Q21767173 |     1:29:53 PM |     01:34:45
    886290 |                  6.416ms |                    2.71ms |     870154 |    98.179% |   Q21984059 |     1:29:54 PM |     01:34:46
    886613 |                  6.415ms |                   3.102ms |     870477 |     98.18% |   Q21987164 |     1:29:55 PM |     01:34:47
    886999 |                  6.414ms |                   2.591ms |     870863 |    98.181% |   Q21990497 |     1:29:56 PM |     01:34:48
    887274 |                  6.413ms |                   3.636ms |     871138 |    98.181% |   Q21992823 |     1:29:57 PM |     01:34:49
    887881 |                  6.409ms |                   1.647ms |     871745 |    98.183% |   Q22232130 |     1:29:58 PM |     01:34:50
    888909 |                  6.403ms |                   0.973ms |     872772 |    98.185% |   Q22272976 |     1:29:59 PM |     01:34:51
    890195 |                  6.395ms |                   0.778ms |     874058 |    98.187% |   Q22326782 |     1:30:00 PM |     01:34:52
    890693 |                  6.393ms |                   2.008ms |     874556 |    98.188% |   Q22575540 |     1:30:01 PM |     01:34:53
    890847 |                  6.393ms |                   6.494ms |     874709 |    98.188% |   Q22923624 |     1:30:02 PM |     01:34:54
    891699 |                  6.388ms |                   1.175ms |     875561 |     98.19% |   Q23054614 |     1:30:04 PM |     01:34:55
    892168 |                  6.385ms |                    2.16ms |     876030 |    98.191% |   Q23067536 |     1:30:05 PM |     01:34:56
    892169 |                  6.386ms |                     469ms |     876031 |    98.191% |   Q23073056 |     1:30:05 PM |     01:34:57
    892995 |                  6.381ms |                   1.211ms |     876857 |    98.193% |   Q23426095 |     1:30:06 PM |     01:34:58
    894340 |                  6.373ms |                   0.743ms |     878202 |    98.196% |   Q23437087 |     1:30:07 PM |     01:34:59
    895662 |                  6.364ms |                   0.756ms |     879524 |    98.198% |   Q23447881 |     1:30:08 PM |     01:35:00
    897158 |                  6.355ms |                   0.668ms |     881020 |    98.201% |   Q23460075 |     1:30:09 PM |     01:35:01
    898641 |                  6.345ms |                   0.674ms |     882503 |    98.204% |   Q23472935 |     1:30:10 PM |     01:35:02
    900044 |                  6.337ms |                   0.713ms |     883906 |    98.207% |   Q23484416 |     1:30:11 PM |     01:35:03
    901461 |                  6.328ms |                   0.705ms |     885323 |     98.21% |   Q23495497 |     1:30:12 PM |     01:35:04
    903078 |                  6.318ms |                   0.618ms |     886940 |    98.213% |   Q23510413 |     1:30:13 PM |     01:35:05
    904439 |                  6.309ms |                   0.735ms |     888301 |    98.216% |   Q23521629 |     1:30:14 PM |     01:35:06
    906001 |                  6.299ms |                    0.64ms |     889863 |    98.219% |   Q23535146 |     1:30:15 PM |     01:35:07
    907452 |                   6.29ms |                   0.689ms |     891314 |    98.222% |   Q23549450 |     1:30:16 PM |     01:35:08
    908837 |                  6.282ms |                   0.722ms |     892699 |    98.224% |   Q23561449 |     1:30:17 PM |     01:35:09
    910582 |                  6.271ms |                   0.573ms |     894444 |    98.228% |   Q23576952 |     1:30:18 PM |     01:35:10
    912207 |                  6.261ms |                   0.615ms |     896069 |    98.231% |   Q23591692 |     1:30:19 PM |     01:35:11
    913622 |                  6.252ms |                   0.707ms |     897484 |    98.234% |   Q23603526 |     1:30:20 PM |     01:35:12
    915211 |                  6.243ms |                   0.629ms |     899073 |    98.237% |   Q23616573 |     1:30:21 PM |     01:35:13
    916634 |                  6.234ms |                   0.703ms |     900496 |    98.239% |   Q23629580 |     1:30:22 PM |     01:35:14
    917458 |                  6.229ms |                   1.214ms |     901320 |    98.241% |   Q23636014 |     1:30:23 PM |     01:35:15
    917459 |                   6.23ms |                     588ms |     901321 |    98.241% |   Q23636021 |     1:30:24 PM |     01:35:15
    917825 |                  6.229ms |                   2.735ms |     901646 |    98.237% |   Q24094293 |     1:30:25 PM |     01:35:16
    919390 |                  6.219ms |                   0.639ms |     903211 |     98.24% |   Q24107376 |     1:30:26 PM |     01:35:17
    920931 |                   6.21ms |                   0.649ms |     904752 |    98.243% |   Q24120348 |     1:30:27 PM |     01:35:18
    922376 |                  6.201ms |                   0.692ms |     906197 |    98.246% |   Q24132119 |     1:30:28 PM |     01:35:19
    924271 |                   6.19ms |                   0.528ms |     908092 |     98.25% |   Q24147417 |     1:30:29 PM |     01:35:20
    925055 |                  6.185ms |                   1.276ms |     908872 |    98.251% |   Q24219811 |     1:30:30 PM |     01:35:21
    926127 |                  6.179ms |                   0.933ms |     909943 |    98.253% |   Q24252424 |     1:30:31 PM |     01:35:22
    927514 |                  6.171ms |                   0.721ms |     911329 |    98.255% |   Q24281703 |     1:30:32 PM |     01:35:23
    927626 |                  6.172ms |                   8.938ms |     911441 |    98.255% |   Q24282570 |     1:30:33 PM |     01:35:24
    927627 |                  6.174ms |                    2676ms |     911442 |    98.255% |   Q24282573 |     1:30:35 PM |     01:35:27
    929436 |                  6.163ms |                   0.553ms |     911442 |    98.064% |   Q24282573 |     1:30:35 PM |     01:35:28
    929437 |                  6.165ms |                    1488ms |     911442 |    98.064% |   Q24282573 |     1:30:35 PM |     01:35:30
    929438 |                  6.166ms |                    1326ms |     911442 |    98.064% |   Q24282573 |     1:30:35 PM |     01:35:31
    929444 |                  6.168ms |                 166.667ms |     911443 |    98.063% |   Q25323777 |     1:30:40 PM |     01:35:32
    929453 |                  6.169ms |                 114.556ms |     911449 |    98.063% |   Q26250179 |     1:30:41 PM |     01:35:33
    929454 |                  6.173ms |                    4386ms |     911449 |    98.063% |   Q26250179 |     1:30:41 PM |     01:35:37
    929492 |                  6.174ms |                  26.342ms |     911482 |    98.062% |   Q27177410 |     1:30:46 PM |     01:35:38
    929493 |                  6.175ms |                     901ms |     911482 |    98.062% |   Q27177410 |     1:30:46 PM |     01:35:39
    930470 |                   6.17ms |                   1.025ms |     912459 |    98.064% |   Q27484952 |     1:30:48 PM |     01:35:40
    930716 |                  6.169ms |                   4.065ms |     912705 |    98.065% |   Q27549130 |     1:30:49 PM |     01:35:41
    931191 |                  6.167ms |                   2.105ms |     913180 |    98.066% |   Q27552893 |     1:30:50 PM |     01:35:42
    931241 |                  6.168ms |                   20.02ms |     913230 |    98.066% |   Q27553297 |     1:30:51 PM |     01:35:43
    931242 |                  6.169ms |                     854ms |     913231 |    98.066% |   Q27553371 |     1:30:52 PM |     01:35:44
    932895 |                  6.159ms |                   0.605ms |     914884 |    98.069% |   Q27751491 |     1:30:53 PM |     01:35:45
    934209 |                  6.151ms |                   0.761ms |     916198 |    98.072% |   Q27763544 |     1:30:54 PM |     01:35:46
    934305 |                  6.152ms |                  10.417ms |     916291 |    98.072% |   Q27948753 |     1:30:55 PM |     01:35:47
    935006 |                  6.148ms |                   1.486ms |     916991 |    98.073% |   Q28064561 |     1:30:56 PM |     01:35:48
    935034 |                  6.149ms |                  48.107ms |     917019 |    98.073% |   Q28151870 |     1:30:58 PM |     01:35:49
    935035 |                   6.15ms |                    1000ms |     917019 |    98.073% |   Q28151870 |     1:30:58 PM |     01:35:50
    935036 |                  6.151ms |                     749ms |     917020 |    98.073% |   Q28209344 |     1:30:59 PM |     01:35:51
    935048 |                  6.152ms |                  83.333ms |     917032 |    98.073% |   Q28343114 |     1:31:00 PM |     01:35:52
    935049 |                  6.154ms |                    1232ms |     917032 |    98.073% |   Q28343114 |     1:31:00 PM |     01:35:53
    935428 |                  6.152ms |                   2.641ms |     917407 |    98.074% |   Q28558994 |     1:31:03 PM |     01:35:54
    935861 |                   6.15ms |                   2.309ms |     917840 |    98.074% |   Q28562619 |     1:31:04 PM |     01:35:55
    935952 |                  6.151ms |                      11ms |     917931 |    98.075% |   Q28568881 |     1:31:05 PM |     01:35:56
    935953 |                  6.152ms |                    1269ms |     917932 |    98.075% |   Q28570103 |     1:31:06 PM |     01:35:58
    936273 |                  6.151ms |                   3.128ms |     918252 |    98.075% |   Q28775620 |     1:31:07 PM |     01:35:59
    936274 |                  6.152ms |                     368ms |     918253 |    98.075% |   Q28775628 |     1:31:07 PM |     01:35:59
    936381 |                  6.152ms |                   9.346ms |     918356 |    98.075% |   Q29005465 |     1:31:08 PM |     01:36:00
    936496 |                  6.152ms |                   8.696ms |     918470 |    98.075% |   Q29516692 |     1:31:09 PM |     01:36:01
    937262 |                  6.148ms |                   1.305ms |     919236 |    98.077% |   Q29525446 |     1:31:10 PM |     01:36:02
    937748 |                  6.146ms |                   2.058ms |     919707 |    98.076% |   Q29533380 |     1:31:11 PM |     01:36:03
    937963 |                  6.146ms |                   4.656ms |     919921 |    98.076% |   Q29793436 |     1:31:12 PM |     01:36:04
    939325 |                  6.138ms |                   0.734ms |     921283 |    98.079% |   Q29804116 |     1:31:13 PM |     01:36:05
    940350 |                  6.132ms |                   0.977ms |     922308 |    98.081% |   Q29813007 |     1:31:14 PM |     01:36:06
    941197 |                  6.128ms |                   1.181ms |     923155 |    98.083% |   Q29820639 |     1:31:15 PM |     01:36:07
    942470 |                  6.121ms |                   0.786ms |     924428 |    98.086% |   Q29832874 |     1:31:16 PM |     01:36:08
    942842 |                  6.119ms |                   2.688ms |     924791 |    98.085% |   Q29953771 |     1:31:17 PM |     01:36:09
    942959 |                   6.12ms |                   8.547ms |     924908 |    98.086% |   Q30121357 |     1:31:18 PM |     01:36:10
    942960 |                   6.12ms |                     602ms |     924909 |    98.086% |   Q30121402 |     1:31:19 PM |     01:36:11
    943018 |                  6.121ms |                  17.259ms |     924967 |    98.086% |   Q30329700 |     1:31:20 PM |     01:36:12
    943019 |                  6.123ms |                    1596ms |     924968 |    98.086% |   Q30332095 |     1:31:21 PM |     01:36:13
    943026 |                  6.124ms |                 142.857ms |     924975 |    98.086% |   Q30451348 |     1:31:22 PM |     01:36:14
    943027 |                  6.124ms |                     391ms |     924976 |    98.086% |   Q30451355 |     1:31:23 PM |     01:36:15
    944381 |                  6.116ms |                   0.739ms |     926330 |    98.089% |   Q30547282 |     1:31:24 PM |     01:36:16
    945819 |                  6.108ms |                   0.695ms |     927768 |    98.091% |   Q30569623 |     1:31:25 PM |     01:36:17
    945820 |                  6.119ms |                   10778ms |     927769 |    98.091% |   Q30569634 |     1:31:36 PM |     01:36:27
    945873 |                   6.12ms |                  18.887ms |     927777 |    98.087% |   Q33093033 |     1:31:37 PM |     01:36:28
    945874 |                  6.183ms |                   59424ms |     927778 |    98.087% |   Q33093311 |     1:32:36 PM |     01:37:28
    945875 |                  6.221ms |                   35760ms |     927778 |    98.087% |   Q33093311 |     1:32:36 PM |     01:38:04
    946515 |                  6.218ms |                   1.563ms |     928418 |    98.088% |   Q38159610 |     1:33:13 PM |     01:38:05
    946516 |                  6.239ms |                   20090ms |     928419 |    98.088% |   Q38159641 |     1:33:33 PM |     01:38:25
    946517 |                  6.241ms |                    1911ms |     928419 |    98.088% |   Q38159641 |     1:33:33 PM |     01:38:27
    946527 |                  6.242ms |                     100ms |     928429 |    98.088% |   Q39557689 |     1:33:36 PM |     01:38:28
    946528 |                  6.272ms |                   28734ms |     928430 |    98.088% |   Q39558591 |     1:34:05 PM |     01:38:56
    946530 |                  6.273ms |                   500.5ms |     928430 |    98.088% |   Q39558591 |     1:34:05 PM |     01:38:57
    946531 |                  6.279ms |                    5595ms |     928430 |    98.088% |   Q39558591 |     1:34:05 PM |     01:39:03
    946532 |                  6.293ms |                   12909ms |     928430 |    98.088% |   Q39558591 |     1:34:05 PM |     01:39:16
    946567 |                  6.294ms |                    28.6ms |     928465 |    98.088% |   Q43373496 |     1:34:25 PM |     01:39:17
    946568 |                  6.298ms |                    4005ms |     928466 |    98.088% |   Q43376346 |     1:34:29 PM |     01:39:21
    946569 |                  6.299ms |                    1000ms |     928466 |    98.088% |   Q43376346 |     1:34:29 PM |     01:39:22
    946570 |                  6.312ms |                   12403ms |     928466 |    98.087% |   Q43376346 |     1:34:29 PM |     01:39:34
    946571 |                  6.334ms |                   20878ms |     928466 |    98.087% |   Q43376346 |     1:34:29 PM |     01:39:55
    946572 |                  6.339ms |                    4584ms |     928466 |    98.087% |   Q43376346 |     1:34:29 PM |     01:40:00
    946573 |                   6.34ms |                    1000ms |     928466 |    98.087% |   Q43376346 |     1:34:29 PM |     01:40:01
    946574 |                  6.348ms |                    7830ms |     928466 |    98.087% |   Q43376346 |     1:34:29 PM |     01:40:09
    946575 |                  6.368ms |                   18830ms |     928466 |    98.087% |   Q43376346 |     1:34:29 PM |     01:40:27
    946598 |                  6.369ms |                  43.478ms |     928487 |    98.087% |   Q50414026 |     1:35:37 PM |     01:40:28
    946621 |                   6.37ms |                  46.174ms |     928510 |    98.087% |   Q50499296 |     1:35:38 PM |     01:40:29
    946622 |                  6.371ms |                    1072ms |     928511 |    98.087% |   Q50510165 |     1:35:39 PM |     01:40:30
    946800 |                  6.371ms |                   5.624ms |     928689 |    98.087% |   Q50615111 |     1:35:40 PM |     01:40:31
    946801 |                  6.372ms |                    1181ms |     928690 |    98.087% |   Q50615128 |     1:35:41 PM |     01:40:33
    946812 |                  6.373ms |                      91ms |     928701 |    98.087% |   Q50854875 |     1:35:42 PM |     01:40:34
    946813 |                  6.377ms |                    3368ms |     928702 |    98.087% |   Q50854894 |     1:35:45 PM |     01:40:37
    946814 |                  6.378ms |                    1001ms |     928703 |    98.087% |   Q51236012 |     1:35:46 PM |     01:40:38
    946815 |                  6.386ms |                    7811ms |     928704 |    98.087% |   Q51239048 |     1:35:54 PM |     01:40:46
    946819 |                  6.387ms |                     250ms |     928708 |    98.087% |   Q52153511 |     1:35:55 PM |     01:40:47
    946820 |                  6.392ms |                    4395ms |     928709 |    98.087% |   Q52153512 |     1:35:59 PM |     01:40:51
    946821 |                  6.393ms |                    1000ms |     928709 |    98.087% |   Q52153512 |     1:35:59 PM |     01:40:52
    946822 |                  6.401ms |                    8070ms |     928709 |    98.087% |   Q52153512 |     1:35:59 PM |     01:41:00
    946823 |                  6.409ms |                    7194ms |     928710 |    98.087% |   Q53818472 |     1:36:16 PM |     01:41:08
    946824 |                   6.41ms |                    1159ms |     928710 |    98.087% |   Q53818472 |     1:36:16 PM |     01:41:09
    947315 |                  6.408ms |                   2.037ms |     929200 |    98.088% |   Q55204197 |     1:36:18 PM |     01:41:10
    947489 |                  6.408ms |                   5.753ms |     929374 |    98.088% |   Q55205877 |     1:36:19 PM |     01:41:11
    947490 |                   6.41ms |                    2137ms |     929375 |    98.088% |   Q55205878 |     1:36:21 PM |     01:41:13
    947491 |                  6.412ms |                    1809ms |     929376 |    98.088% |   Q55616787 |     1:36:23 PM |     01:41:15
    949216 |                  6.401ms |                    0.58ms |     931101 |    98.092% |   Q56252321 |     1:36:24 PM |     01:41:16
    949844 |                  6.398ms |                   1.594ms |     931729 |    98.093% |   Q56266767 |     1:36:25 PM |     01:41:17
    950490 |                  6.395ms |                   1.546ms |     932375 |    98.094% |   Q56597763 |     1:36:26 PM |     01:41:18
    951262 |                  6.391ms |                   1.763ms |     933147 |    98.096% |   Q56747354 |     1:36:27 PM |     01:41:19
    951263 |                  6.396ms |                    4986ms |     933148 |    98.096% |   Q56747361 |     1:36:32 PM |     01:41:24
    951264 |                  6.398ms |                    1361ms |     933149 |    98.096% |   Q57405420 |     1:36:34 PM |     01:41:25
    951265 |                  6.399ms |                    1001ms |     933150 |    98.096% |   Q57579443 |     1:36:35 PM |     01:41:26
    951266 |                  6.399ms |                     303ms |     933151 |    98.096% |   Q57602582 |     1:36:35 PM |     01:41:27
    951267 |                  6.404ms |                    4461ms |     933151 |    98.096% |   Q57602582 |     1:36:35 PM |     01:41:31
    951268 |                  6.409ms |                    4832ms |     933152 |    98.096% |   Q58523881 |     1:36:44 PM |     01:41:36
    951270 |                   6.41ms |                   500.5ms |     933153 |    98.095% |   Q59259988 |     1:36:45 PM |     01:41:37
    951271 |                   6.41ms |                     277ms |     933154 |    98.095% |   Q59260252 |     1:36:45 PM |     01:41:37
    952187 |                  6.405ms |                   1.092ms |     934070 |    98.097% |   Q59743422 |     1:36:46 PM |     01:41:38
    953161 |                  6.399ms |                   1.027ms |     935044 |    98.099% |   Q59875703 |     1:36:47 PM |     01:41:39
    955849 |                  6.383ms |                   0.372ms |     937732 |    98.105% |   Q59979238 |     1:36:48 PM |     01:41:40
    957939 |                   6.37ms |                   0.478ms |     939822 |    98.109% |   Q60020080 |     1:36:49 PM |     01:41:41
    957940 |                  6.371ms |                    1000ms |     939823 |    98.109% |   Q60061834 |     1:36:50 PM |     01:41:42
    957941 |                  6.374ms |                    3392ms |     939824 |    98.109% |   Q60121823 |     1:36:54 PM |     01:41:46
    957945 |                  6.375ms |                  250.25ms |     939828 |    98.109% |   Q61041681 |     1:36:55 PM |     01:41:47
